/Users/sean/.cache/uv/archive-v0/STMO0wp8zVYYYYzNGD09W/lib/python3.13/site-packages/openpyxl/worksheet/_reader.py:329: UserWarning: Unknown extension is not supported and will be removed
  warn(msg)
band	chromosome	start	stop
75A8	3L	17879096	17912565
75A9	3L	17934032	17946114
75A10	3L	17947192	18064696
75B1	3L	17981321	17981841
75B2	3L	18002978	18003078
75B4	3L	18037723	18041738
75B5	3L	18042733	18044214
75B6	3L	17950953	18075084
75B7	3L	18074504	18106149
75B9	3L	18088417	18112847
75B10	3L	18109814	18121989
75B11	3L	18120932	18145418
75B12	3L	18139402	18145418
75B13	3L	18148923	18162522
75C1	3L	18154897	18185641
75C2	3L	18196172	18252846
75C3	3L	18292125	18295800
75C4	3L	18294604	18304417
75C6	3L	18397535	18441871
75C7	3L	18456399	18475679
75D1	3L	18478822	18527445
75D2	3L	18560258	18593771
75D3	3L	18592303	18617943
75D4	3L	18600150	18667177
75D5	3L	18625959	18673324
75D6	3L	18668153	18708692
75D7	3L	18721893	18724312
75D8	3L	18744488	18801309
75E1	3L	18750607	18846267
75E2	3L	18828632	18872553
75E3	3L	18870045	18890483
75E4	3L	18878250	18908974
75E5	3L	18905372	18919259
75E6	3L	18917581	18946038
75E7	3L	18922419	18946038
75F1	3L	18950629	18955406
75F2	3L	18979368	19045449
75F4	3L	19003741	19045449
75F5	3L	19050757	19053389
75F6	3L	19059400	19086426
75F7	3L	19090583	19138975
75F9	3L	19105381	19235373
76A1	3L	19183998	19184726
76A3	3L	19140975	19292766
76A5	3L	19281364	19337609
76A6	3L	19298623	19412912
76B1	3L	19387580	19390033
76B2	3L	19340321	19412912
76B3	3L	19422838	19486498
76B4	3L	19486746	19488439
76B5	3L	19492053	19505295
76B6	3L	19517552	19552290
76B7	3L	19544345	19584568
76B8	3L	19566851	19598755
76B9	3L	19590773	19635783
76B10	3L	19637207	19642816
76B11	3L	19637207	19664104
76C1	3L	19650506	19695260
76C2	3L	19700977	19793569
76C3	3L	19690033	19761817
76C5	3L	19719527	19798979
76C6	3L	19793935	19815938
76D1	3L	19816085	19860925
76D2	3L	19845293	19871078
76D3	3L	19867488	19910215
76D4	3L	19882051	19924688
76D5	3L	19923671	19934201
76D6	3L	19939287	19977960
76D7	3L	19939287	19979812
76D8	3L	19981685	20000686
76E1	3L	19997714	20029020
76E2	3L	20058511	20089007
76E4	3L	20058511	20089007
76F1	3L	20098084	20112847
76F2	3L	20124298	20140607
76F3	3L	20159990	20160486
77A1	3L	20149614	20320116
77A2	3L	20200093	20225324
77A3	3L	20226381	20245312
77A4	3L	20241053	20265554
77B	3L	20359833	20361585
77B1	3L	20248080	20302141
77B2	3L	20297129	20313466
77B3	3L	20309654	20317283
77B4	3L	20320952	20353873
77B5	3L	20348355	20359820
77B6	3L	20358512	20382398
77B9	3L	20317190	20391913
77C1	3L	20384429	20410566
77C2	3L	20407103	20432361
77C3	3L	20430605	20464862
77C4	3L	20454690	20494921
77C6	3L	20484293	20526174
77C7	3L	20522440	20540417
77D1	3L	20527972	20540417
77D4	3L	20597141	20620659
77E	3L	20816901	20818027
77E1	3L	20597141	20640910
77E2	3L	20652906	20654126
77E3	3L	20692330	20719200
77E4	3L	20729274	20759192
77E6	3L	20768207	20806853
77E8	3L	20800410	20836048
77F	3L	20816901	20818027
77F1	3L	20836112	20885188
77F3	3L	20844332	20885188
77F4	3L	20887006	20913705
78A1	3L	20920802	20974700
78A2	3L	20970812	21031360
78A5	3L	21030280	21075444
78B1	3L	21034535	21131159
78B2	3L	21075581	21136353
78B3	3L	21133250	21171930
78C1	3L	21136447	21183278
78C2	3L	21172853	21266503
78C3	3L	21226609	21280243
78C4	3L	21270722	21285962
78C5	3L	21281752	21290310
78C6	3L	21286099	21318020
78C7	3L	21306138	21343716
78C8	3L	21335215	21361229
78C9	3L	21382501	21424416
78D1	3L	21382501	21433134
78D2	3L	21420388	21448128
78D3	3L	21474133	21490586
78D4	3L	21484891	21522684
78D5	3L	21516306	21554928
78D6	3L	21543850	21573523
78D7	3L	21569176	21595460
78D8	3L	21586828	21613349
78E1	3L	21586828	21639060
78E2	3L	21636947	21670043
78E3	3L	21672139	21683231
78E4	3L	21680050	21706365
78E5	3L	21724326	21736201
78E6	3L	21737706	21770534
78F1	3L	21745359	21777160
78F2	3L	21808703	21817600
78F3	3L	21808703	21827856
78F4	3L	21824740	21932702
79A1	3L	21854094	21854165
79A2	3L	21884511	21887039
79A3	3L	21904173	21904862
79A4	3L	21844788	21960503
79A5	3L	21961871	21984606
79A6	3L	21972002	21987190
79B1	3L	22026230	22065279
79B2	3L	22035003	22083367
79B3	3L	22082720	22083367
79C1	3L	22121932	22122920
79C2	3L	22136090	22247702
79C3	3L	22176423	22177599
79D1	3L	22197783	22198241
79D2	3L	22136090	22262921
79D3	3L	22257749	22273745
79D4	3L	22273985	22407863
79E1	3L	22329778	22407547
79E2	3L	22350701	22360868
79E3	3L	22293044	22424909
79E4	3L	22454373	22475792
79E5	3L	22496342	22504423
79E6	3L	22503869	22518291
79E8	3L	22548437	22552019
79F	3L	22843264	22843346
79F1	3L	22573114	22637916
79F2	3L	22606369	22608370
79F3	3L	22573114	22652525
79F4	3L	22651855	22669528
79F5	3L	22669956	22696435
79F6	3L	22697230	22719943
80A1	3L	22717728	22787631
80A2	3L	22749444	22835194
80A4	3L	22789233	22841302
80B1	3L	22847725	22878984
80B2	3L	22873702	22923532
80B3	3L	22910491	22923532
80C1	3L	22945657	22961668
80C2	3L	22987642	22988262
80C3	3L	22998372	23040300
80D1	3L	23093190	23103460
80D2	3L	23126025	23132209
80D3	3L	23136623	23150668
80D4	3L	23174446	23188892
80D5	3L	23206669	23287448
80E3	3L	23206669	23287448
80F1	3L	23318646	23338100
80F2	3L	23318646	23345936
80F9	3L	23554593	28012599
81F	3R	567075	4137882
81F1	3R	3623143	3627690
81F2	3R	3697234	3752353
81F3	3R	3846729	3868401
81F4	3R	4077939	4162235
81F5	3R	4174632	4186751
81F6	3R	4174632	4215314
82A1	3R	4204493	4304604
82A3	3R	4280221	4334071
82A4	3R	4327814	4366855
82A5	3R	4375084	4402027
82A6	3R	4402429	4419578
82B1	3R	4407227	4462883
82B2	3R	4441415	4479207
82B3	3R	4465421	4487677
82B4	3R	4485008	4558067
82C1	3R	4504612	4533940
82C2	3R	4491943	4578644
82C3	3R	4585178	4599749
82C4	3R	4612870	4654624
82C5	3R	4638010	4657985
82D1	3R	4654800	4690608
82D2	3R	4659579	4749056
82D3	3R	4750035	4777490
82D4	3R	4750409	4773197
82D5	3R	4750035	4812096
82D6	3R	4808336	4821432
82D7	3R	4829911	4831297
82D8	3R	4852813	4869979
82E1	3R	4852813	4897287
82E2	3R	4906622	4945576
82E3	3R	4946078	4952682
82E4	3R	4948755	5011031
82E5	3R	4986500	5021474
82E6	3R	5045207	5053738
82E7	3R	5077779	5087072
82F1	3R	5108678	5170121
82F3	3R	5150908	5269507
82F4	3R	5170004	5217456
82F6	3R	5217751	5251745
82F7	3R	5237651	5262692
82F8	3R	5257037	5350443
82F9	3R	5300145	5301186
82F10	3R	5270116	5356748
82F11	3R	5355092	5368306
83A1	3R	5358873	5404135
83A2	3R	5407183	5458394
83A4	3R	5414527	5474600
83A5	3R	5474899	5502702
83A6	3R	5489505	5523328
83A7	3R	5508842	5539411
83B1	3R	5517117	5563652
83B2	3R	5555084	5588380
83B4	3R	5579301	5606543
83B5	3R	5603236	5613112
83B6	3R	5607275	5625947
83B7	3R	5624474	5652629
83B8	3R	5649065	5679930
83B9	3R	5669713	5712837
83C1	3R	5685855	5742476
83C2	3R	5738178	5781076
83C3	3R	5758680	5787465
83C4	3R	5781762	5838782
83C5	3R	5831639	5862405
83C6	3R	5858083	5959555
83C7	3R	5890842	5891926
83C8	3R	5862865	5959555
83D1	3R	5960294	6008579
83D2	3R	6000426	6057536
83D4	3R	6076804	6127955
83D5	3R	6150116	6195403
83E1	3R	6187315	6251683
83E2	3R	6255175	6327308
83E3	3R	6311772	6327308
83E4	3R	6330248	6377348
83E5	3R	6374475	6405895
83E6	3R	6389162	6409578
83E7	3R	6406855	6456676
83E8	3R	6449944	6495025
83F1	3R	6478311	6593330
83F3	3R	6580784	6586105
83F4	3R	6529169	6608914
84A1	3R	6626930	6685157
84A2	3R	6686728	6688039
84A3	3R	6689602	6696271
84A4	3R	6695148	6704903
84A5	3R	6704084	6849981
84A6	3R	6858839	6999228
84B1	3R	6903442	6904682
84B2	3R	6896253	7088839
84B6	3R	7092347	7124185
84C1	3R	7110012	7150968
84C3	3R	7094596	7126503
84C4	3R	7124548	7132695
84C5	3R	7136206	7141972
84C6	3R	7136206	7154219
84C7	3R	7151367	7162936
84C8	3R	7159229	7183702
84D1	3R	7145880	7200941
84D2	3R	7186994	7241138
84D3	3R	7224414	7332002
84D4	3R	7331500	7536390
84D5	3R	7345069	7536390
84D6	3R	7406869	7452132
84D8	3R	7467940	7493845
84D9	3R	7486583	7552298
84D10	3R	7570281	7639434
84D11	3R	7570281	7694874
84D12	3R	7658247	7694874
84D13	3R	7720049	7739563
84D14	3R	7740178	7763947
84E1	3R	7759786	7855392
84E3	3R	7814361	7886733
84E4	3R	7855582	7907363
84E5	3R	7903030	7967408
84E6	3R	7924323	7995852
84E7	3R	7981817	7998352
84E8	3R	7999832	8030790
84E9	3R	8016210	8039626
84E10	3R	8041224	8090285
84E11	3R	8094124	8105083
84E12	3R	8094124	8122294
84E13	3R	8105332	8129835
84F1	3R	8139533	8181444
84F2	3R	8197320	8201994
84F3	3R	8204195	8204830
84F4	3R	8217957	8237389
84F5	3R	8233228	8248054
84F6	3R	8244055	8279274
84F8	3R	8287169	8288613
84F9	3R	8289395	8302770
84F10	3R	8301440	8308645
84F11	3R	8307473	8333792
84F12	3R	8319025	8333792
84F13	3R	8339944	8352817
84F14	3R	8349815	8352817
84F15	3R	8356978	8363894
84F16	3R	8250497	8260718
85A	3R	8654975	8660761
85A1	3R	8364328	8477617
85A2	3R	8510077	8526667
85A3	3R	8528423	8629996
85A5	3R	8578205	8697822
85A8	3R	8712906	8721320
85A9	3R	8712906	8747675
85A10	3R	8735879	8768200
85B1	3R	8749206	8806234
85B2	3R	8801564	8827279
85B3	3R	8827068	8931896
85B7	3R	8827068	8945020
85B8	3R	8950246	8963037
85B9	3R	8950246	8963037
85C1	3R	8980860	9003650
85C2	3R	9004017	9039471
85C3	3R	9020348	9063245
85C4	3R	9052495	9237682
85C12	3R	9177517	9179098
85D1	3R	9066343	9245869
85D2	3R	9240757	9251431
85D4	3R	9246649	9258501
85D6	3R	9257727	9262590
85D7	3R	9260638	9270224
85D8	3R	9293642	9328511
85D11	3R	9293642	9364838
85D12	3R	9363305	9367763
85D13	3R	9365398	9394546
85D15	3R	9367603	9417264
85D16	3R	9412548	9455500
85D17	3R	9417940	9493677
85D18	3R	9461084	9510324
85D19	3R	9505853	9533011
85D22	3R	9528238	9551806
85D23	3R	9548104	9551806
85D24	3R	9535625	9563673
85D25	3R	9561583	9581225
85D26	3R	9578042	9586648
85D27	3R	9581306	9625073
85E1	3R	9591309	9633673
85E2	3R	9631641	9674643
85E3	3R	9651179	9679658
85E4	3R	9679939	9705417
85E5	3R	9694386	9730872
85E6	3R	9731221	9763150
85E7	3R	9761305	9766135
85E8	3R	9763650	9783054
85E9	3R	9783407	9809368
85E10	3R	9803486	9868120
85E11	3R	9778042	9779528
85E13	3R	9778042	9868120
85E14	3R	9874681	9995364
85F2	3R	9874681	9995364
85F4	3R	9982816	9986060
85F5	3R	9995544	10042895
85F7	3R	10001554	10045542
85F8	3R	10045574	10064645
85F9	3R	10066770	10090525
85F10	3R	10083381	10110121
85F12	3R	10101420	10120081
85F13	3R	10120399	10139772
85F14	3R	10126129	10159134
85F15	3R	10144668	10170487
85F16	3R	10161464	10222442
86A1	3R	10190689	10251277
86A2	3R	10251518	10261849
86A3	3R	10255349	10263899
86A5	3R	10278054	10278135
86A7	3R	10264306	10331353
86A8	3R	10312039	10338265
86B1	3R	10333115	10378068
86B2	3R	10361760	10378068
86B3	3R	10385494	10402966
86B4	3R	10401032	10436704
86B6	3R	10461028	10464978
86C1	3R	10488323	10639568
86C3	3R	10507561	10645773
86C4	3R	10675560	10715901
86C5	3R	10735277	10766756
86C6	3R	10761310	10815047
86C7	3R	10811581	10898581
86C12	3R	10950284	10951797
86C13	3R	10950284	10970278
86C14	3R	10972381	11050175
86D1	3R	10972381	11216287
86D2	3R	11084528	11101684
86D4	3R	11114671	11216287
86D5	3R	11151026	11175408
86D6	3R	11173441	11177910
86D7	3R	11196092	11209849
86D8	3R	11208887	11243999
86D9	3R	11242208	11305608
86E1	3R	11269415	11407627
86E2	3R	11335551	11356601
86E4	3R	11328480	11418668
86E5	3R	11416218	11467372
86E6	3R	11437547	11460552
86E7	3R	11437785	11505951
86E8	3R	11499984	11542949
86E10	3R	11554145	11567054
86E11	3R	11569250	11619906
86E13	3R	11590386	11673974
86E15	3R	11656149	11688133
86E16	3R	11684672	11732479
86E17	3R	11721734	11764457
86E18	3R	11750931	11787014
86F7	3R	11781131	11789393
86F8	3R	11787176	11819339
86F9	3R	11815206	11869460
86F11	3R	11822702	11869460
87A1	3R	11877235	11949129
87A2	3R	11893512	11956544
87A3	3R	11958535	11964826
87A4	3R	11971694	12010434
87A5	3R	12007476	12049213
87A6	3R	12061070	12062944
87A7	3R	11960883	12090612
87A8	3R	12068375	12111420
87A9	3R	12094876	12131427
87A10	3R	12138833	12158595
87B1	3R	12138833	12166186
87B2	3R	12192703	12226339
87B3	3R	12229413	12240527
87B4	3R	12239677	12302785
87B5	3R	12162887	12302785
87B6	3R	12311353	12325210
87B7	3R	12323521	12356265
87B8	3R	12352143	12382691
87B9	3R	12380869	12425917
87B10	3R	12423621	12447616
87B11	3R	12439600	12465298
87B12	3R	12462562	12467776
87B13	3R	12475336	12478267
87B14	3R	12502510	12511461
87B15	3R	12509076	12548229
87C1	3R	12511570	12595725
87C2	3R	12550625	12627829
87C3	3R	12623762	12660860
87C4	3R	12661378	12673959
87C5	3R	12662831	12697379
87C6	3R	12695129	12722442
87C7	3R	12713103	12728459
87C8	3R	12739642	12783192
87C9	3R	12767178	12768357
87D1	3R	12746036	12817029
87D2	3R	12833127	12859246
87D3	3R	12873131	12894529
87D4	3R	12910120	12934813
87D5	3R	12950042	12977471
87D6	3R	12967775	12985488
87D7	3R	12980792	13008404
87D8	3R	12998089	13026275
87D9	3R	13011649	13044529
87D10	3R	13044157	13051453
87D11	3R	13057755	13078124
87D12	3R	13085478	13163876
87D13	3R	13121951	13155687
87D14	3R	13052245	13163876
87E1	3R	13181304	13192509
87E2	3R	13208754	13259517
87E3	3R	13222951	13284527
87E4	3R	13279721	13302334
87E5	3R	13298768	13319270
87E6	3R	13329070	13345106
87E7	3R	13353673	13366910
87E8	3R	13361816	13395197
87E9	3R	13396694	13403051
87E10	3R	13402559	13423140
87E11	3R	13420279	13444076
87E12	3R	13450590	13478780
87F1	3R	13522951	13523535
87F2	3R	13528597	13545400
87F3	3R	13574825	22079321
87F4	3R	13607078	13612433
87F5	3R	13615917	13646304
87F6	3R	13634862	13654527
87F7	3R	13647004	13679430
87F9	3R	13676549	13687210
87F10	3R	13683921	22079321
87F11	3R	13679440	13705402
87F12	3R	13706757	13764667
87F13	3R	13715207	13786583
87F14	3R	13797953	13828427
87F15	3R	13833497	13839934
88A1	3R	13854599	14032057
88A2	3R	13901853	13945812
88A3	3R	13948420	13974675
88A4	3R	13967061	14044606
88A5	3R	14056945	14087978
88A8	3R	14056945	14110823
88A9	3R	14111151	14151940
88A10	3R	14148508	14214810
88A12	3R	14165379	14226762
88B1	3R	14225098	14302276
88B3	3R	14289071	14326689
88B4	3R	14320191	14372951
88B6	3R	14329413	14372951
88B7	3R	14375399	14381699
88B8	3R	14391683	14481713
88C1	3R	14391683	14481713
88C3	3R	14496378	14558304
88C4	3R	14517042	14536223
88C6	3R	14513901	14608079
88C8	3R	14598223	14598517
88C9	3R	14577217	14642563
88C10	3R	14626676	14697292
88D1	3R	14664907	14731509
88D2	3R	14697689	14795868
88D3	3R	14741582	14798474
88D4	3R	14798986	14804342
88D5	3R	14804092	14875488
88D6	3R	14879457	14904061
88D7	3R	14911205	14923761
88D9	3R	15004281	15016034
88D10	3R	15037366	15039812
88E1	3R	15054930	15131926
88E2	3R	15095957	15203074
88E3	3R	15196598	15242236
88E4	3R	15232212	15249137
88E5	3R	15247163	15257765
88E6	3R	15250094	15263458
88E8	3R	15257844	15266690
88E9	3R	15265591	15275241
88E11	3R	15270432	15278668
88E12	3R	15281371	15308779
88E13	3R	15281371	15315197
88F1	3R	15316471	15369945
88F2	3R	15367816	15374237
88F3	3R	15371957	15402543
88F4	3R	15402598	15434738
88F5	3R	15439969	15476193
88F6	3R	15442246	15495620
88F7	3R	15507940	15552833
88F8	3R	15548628	15552833
89A1	3R	15532137	15690513
89A2	3R	15532137	15732694
89A3	3R	15744654	15746411
89A4	3R	15763115	15802102
89A5	3R	15786703	15853581
89A6	3R	15844466	15875939
89A7	3R	15857871	15896078
89A8	3R	15889194	15972913
89A11	3R	15968134	16004081
89A12	3R	15986152	16019133
89A13	3R	16026079	16041796
89B1	3R	16026079	16060675
89B2	3R	16050801	16098761
89B3	3R	16068523	16105670
89B4	3R	16116161	16145284
89B6	3R	16116161	16186235
89B7	3R	16181020	16214957
89B8	3R	16223395	16260329
89B9	3R	16225651	16304768
89B12	3R	16186999	16339575
89B13	3R	16310542	16370533
89B14	3R	16368855	16403690
89B15	3R	16374434	16407107
89B16	3R	16424987	16453821
89B17	3R	16445007	16480850
89B18	3R	16473229	16501050
89B19	3R	16526931	16527416
89B20	3R	16502770	16583663
89D4	3R	16574543	16597241
89D5	3R	16594414	16639771
89D6	3R	16625238	16734426
89D9	3R	16656623	16734426
89E1	3R	16742125	16790021
89E2	3R	16800600	16923231
89E3	3R	16850004	16897861
89E4	3R	16831116	17002355
89E5	3R	16927212	16987732
89E6	3R	16983510	16999449
89E7	3R	17002875	17007208
89E8	3R	17002875	17027987
89E9	3R	17014576	17033515
89E10	3R	17031802	17048421
89E11	3R	17054007	17079945
89E12	3R	17073942	17125389
89E13	3R	17120465	17122087
89F1	3R	17091533	17202130
89F3	3R	17152995	17265049
89F4	3R	17253581	17254129
90A1	3R	17149667	17288818
90A2	3R	17149667	17366119
90A3	3R	17320004	17391337
90A5	3R	17374833	17405109
90A6	3R	17404487	17446499
90A7	3R	17429762	17434430
90B1	3R	17425768	17505667
90B3	3R	17518210	17539963
90B4	3R	17535533	17569097
90B5	3R	17594386	17598453
90B6	3R	17606106	17629012
90B7	3R	17627127	17669985
90B8	3R	17657145	17658453
90C	3R	17719454	17722955
90C1	3R	17647679	17718350
90C2	3R	17687818	17763188
90C3	3R	17750129	17763188
90C4	3R	17768272	17794490
90C5	3R	17768272	17807085
90C6	3R	17805679	17872507
90C7	3R	17811541	17872507
90C8	3R	17872748	17916578
90C10	3R	17872748	17916578
90D1	3R	17919832	18018892
90E1	3R	17919832	18025378
90E2	3R	18045216	18052984
90E4	3R	18081048	18135583
90E6	3R	18108637	18109064
90F1	3R	18090803	18135583
90F3	3R	18152120	18159924
90F4	3R	18158345	18180049
90F5	3R	18167757	18185715
90F6	3R	18183656	18199595
90F7	3R	18192494	18223682
90F8	3R	18221522	18228718
90F9	3R	18226396	18239602
90F10	3R	18236192	18255487
90F11	3R	18252843	18271172
91A1	3R	18267789	18298879
91A2	3R	18288866	18328942
91A3	3R	18330932	18373329
91A4	3R	18372928	18381178
91A5	3R	18381580	18402716
91A6	3R	18400373	18412874
91A7	3R	18414273	18545586
91B	3R	20013872	20018248
91B3	3R	18414273	18545586
91B4	3R	18559869	18590726
91B5	3R	18573091	18650137
91B6	3R	18592801	18621327
91B7	3R	18628467	18641457
91B8	3R	18650121	18674679
91C1	3R	18669390	18732344
91C3	3R	18719623	18722590
91C4	3R	18725399	18728468
91C5	3R	18705501	18750360
91C6	3R	18746370	18795169
91C7	3R	18705501	18718916
91D1	3R	18759236	18849224
91D2	3R	18799280	18851798
91D3	3R	18875528	18926989
91D4	3R	18898121	18912922
91D5	3R	18914968	18978088
91E1	3R	18929196	18981324
91E2	3R	18978980	19022436
91E3	3R	18984025	19024030
91E4	3R	19024092	19094270
91E5	3R	19058020	19058519
91F	3R	20013872	20018248
91F1	3R	19044882	19131929
91F2	3R	19096961	19134704
91F3	3R	19132648	19147910
91F4	3R	19139054	19177986
91F10	3R	19177000	19180538
91F11	3R	19178085	19226651
91F12	3R	19226903	19248136
91F13	3R	19256777	19260132
92A	3R	19215434	19226651
92A1	3R	19278775	19326217
92A2	3R	19302731	19403153
92A3	3R	19368995	19460311
92A4	3R	19423779	19425199
92A5	3R	19412689	19597288
92A6	3R	19489570	19491115
92A10	3R	19461085	19632718
92A11	3R	19616024	19648410
92A12	3R	19646930	19652430
92A13	3R	19651018	19698742
92B1	3R	19671450	19861291
92B2	3R	19730715	19836817
92B3	3R	19794073	19864393
92B4	3R	19862517	19903689
92B6	3R	19890689	19920584
92B7	3R	19853908	19925371
92B8	3R	19921744	20008512
92B9	3R	19931799	19948907
92C1	3R	19929277	20036056
92C2	3R	20033881	20056097
92C3	3R	20042757	20048716
92C4	3R	20036421	20059750
92C5	3R	20081060	20082450
92D1	3R	20106936	20122277
92D2	3R	20139148	20174872
92D3	3R	20169435	20174872
92D5	3R	20204809	20245473
92D8	3R	20204809	20245473
92E2	3R	20252770	20328003
92E3	3R	20324274	20330915
92E4	3R	20338973	20360634
92E5	3R	20378458	20484588
92E6	3R	20378458	20484588
92E7	3R	20406615	20407871
92E8	3R	20408265	20409243
92E12	3R	20485136	20503746
92E13	3R	20503102	20506186
92E14	3R	20507392	20512468
92F	3R	20748184	20749074
92F1	3R	20534021	20573000
92F2	3R	20560865	20612540
92F3	3R	20593139	20644279
92F4	3R	20635480	20659904
92F5	3R	20652567	20672821
92F6	3R	20669571	20714577
92F8	3R	20689018	20714577
92F10	3R	20731631	20756639
92F12	3R	20740108	20810726
92F13	3R	20757269	20772601
93A1	3R	20756729	20840118
93A2	3R	20832799	20908263
93A3	3R	20901956	20945530
93A4	3R	20909213	21015613
93B3	3R	20978183	21015613
93B4	3R	21015949	21024163
93B5	3R	21024580	21042499
93B7	3R	21024580	21060800
93B8	3R	21051383	21064471
93B9	3R	21061680	21070917
93B10	3R	21065241	21097827
93B11	3R	21083043	21101718
93B12	3R	21098229	21116146
93B13	3R	21111408	21127485
93C	3R	21140739	21214269
93C1	3R	21119252	21214269
93C2	3R	21159238	21168205
93C6	3R	21215079	21222843
93C7	3R	21219077	21237177
93D1	3R	21229839	21265134
93D2	3R	21247011	21293998
93D3	3R	21283197	21284050
93D4	3R	21276664	21317836
93D5	3R	21296127	21349601
93D6	3R	21318300	21377401
93D8	3R	21354445	21370249
93D9	3R	21350846	21381970
93D10	3R	21388880	21399742
93E1	3R	21401654	21446537
93E2	3R	21465701	21487444
93E3	3R	21498632	21512814
93E4	3R	21499986	21619321
93E5	3R	21592350	21594852
93E8	3R	21615020	21615740
93E9	3R	21570248	21660871
93E10	3R	21632705	21633322
93E11	3R	21638652	21639088
93F1	3R	21620304	21662972
93F2	3R	21661186	21719660
93F5	3R	21949114	22014539
93F6	3R	21672303	22014539
93F7	3R	21735909	21744431
93F8	3R	21740105	21757758
93F9	3R	21754324	21782536
93F10	3R	21778114	21822674
93F12	3R	21783400	21824086
93F13	3R	21832503	21834013
93F14	3R	21842521	22019382
94A1	3R	22016391	22083473
94A2	3R	22085374	22296126
94A3	3R	22194979	22217415
94A4	3R	22133830	22324094
94A5	3R	22314543	22360711
94A6	3R	22356685	22386548
94A9	3R	22367536	22372746
94A10	3R	22381340	22382147
94A11	3R	22382035	22397261
94A12	3R	22397180	22424929
94A13	3R	22423316	22436150
94A14	3R	22425214	22460749
94A15	3R	22448099	22464603
94A16	3R	22462455	22486969
94B1	3R	22468512	22520078
94B2	3R	22497215	22539919
94B3	3R	22532174	22547846
94B4	3R	22550032	22580392
94B5	3R	22580773	22608842
94B6	3R	22587755	22639387
94B7	3R	22628797	22629299
94B8	3R	22619968	22683827
94B11	3R	22639808	22683827
94C1	3R	22685006	22704338
94C2	3R	22702007	22721150
94C3	3R	22710883	22726414
94C4	3R	22724884	22794030
94C5	3R	22774140	22774232
94C6	3R	22750901	22781465
94C8	3R	22750901	22816178
94C9	3R	22823686	22827260
94D1	3R	22844093	22851804
94D3	3R	22899284	22961731
94D4	3R	22899284	22961731
94D5	3R	22964038	22967842
94D6	3R	22977270	22978164
94D7	3R	22981459	23010562
94D9	3R	23000139	23026713
94D10	3R	23021222	23067259
94D12	3R	23062713	23112730
94D13	3R	23070516	23117931
94E1	3R	23114014	23157862
94E2	3R	23149653	23159316
94E3	3R	23160477	23161338
94E4	3R	23168317	23185642
94E6	3R	23201644	23204034
94E7	3R	23185580	23248903
94E8	3R	23227727	23251477
94E9	3R	23249443	23290189
94E10	3R	23290231	23346167
94E12	3R	23333504	23333803
94E13	3R	23290231	23363574
94F1	3R	23372006	23472278
94F3	3R	23425602	23426029
94F4	3R	23408684	23472278
94F5	3R	23481865	23483541
94F6	3R	23481865	23507476
95A1	3R	23513617	23538908
95A2	3R	23554323	23589819
95A3	3R	23587120	23599034
95A4	3R	23601333	23669659
95A7	3R	23605751	23699027
95A8	3R	23696372	23704542
95A9	3R	23702761	23708512
95A10	3R	23704804	23718357
95B1	3R	23712814	23781621
95B3	3R	23733324	23750992
95B5	3R	23774225	23801634
95B7	3R	23781765	23819237
95B8	3R	23803859	23859167
95B9	3R	23808285	23819237
95C1	3R	23801714	23828033
95C5	3R	23803859	23890052
95C8	3R	23860162	23893383
95C9	3R	23891597	23922973
95C12	3R	23894174	23926436
95C13	3R	23924399	23943101
95D1	3R	23935958	23983232
95D4	3R	23963180	23988738
95D5	3R	23986642	24031827
95D7	3R	24149020	24150203
95D8	3R	23997538	24038847
95D9	3R	24034362	24048265
95D10	3R	24043056	24053592
95D11	3R	24054391	24108960
95E	3R	24134831	24137538
95E1	3R	24063077	24147490
95E5	3R	24141395	24154896
95E6	3R	24152347	24169562
95E7	3R	24172628	24184144
95E8	3R	24172628	24193423
95F1	3R	24189050	24221965
95F2	3R	24196893	24226934
95F3	3R	24223445	24250248
95F4	3R	24237166	24237284
95F5	3R	24230562	24252679
95F6	3R	24250460	24271233
95F7	3R	24265259	24265342
95F8	3R	24252826	24281576
95F9	3R	24279572	24289818
95F10	3R	24288553	24314541
95F11	3R	24295078	24318419
95F12	3R	24314660	24333316
95F13	3R	24319000	24337248
95F14	3R	24333433	24356241
95F15	3R	24149020	24377705
96A1	3R	24382920	24457157
96A2	3R	24393896	24470310
96A3	3R	24485428	24491147
96A5	3R	24509228	24527533
96A6	3R	24524794	24543914
96A7	3R	24536204	24582864
96A8	3R	24573770	24574304
96A9	3R	24557368	24623899
96A12	3R	24585653	24625562
96A13	3R	24623802	24654820
96A14	3R	24653371	24711595
96A17	3R	24662491	24717430
96A18	3R	24712780	24749125
96A19	3R	24719697	24760513
96A20	3R	24753849	26448991
96A21	3R	24772181	24784562
96A22	3R	24772181	24805259
96A23	3R	24799967	24825648
96A24	3R	24822401	24840488
96A25	3R	24833952	24841163
96B	3R	25056286	25064348
96B1	3R	24840509	24870816
96B2	3R	24871202	24894605
96B4	3R	24881466	24906004
96B5	3R	24897685	24906004
96B6	3R	24912995	24922385
96B8	3R	24918106	24925344
96B9	3R	24922473	24927085
96B10	3R	24932010	24944956
96B11	3R	24938710	24949539
96B15	3R	24984384	25022867
96B16	3R	25023256	25029351
96B17	3R	25025235	25045151
96B18	3R	25040427	25049455
96B19	3R	25047706	25069637
96B20	3R	25066712	25096099
96B21	3R	25095012	25102146
